item_no,week,sold
MX40-16281,7,408
MX40-16281,8,0
MX40-16281,9,0
MX40-16281,10,0
MX40-16281,11,0
MX40-16281,12,0
MX40-16281,13,12
MX40-16281,14,0
MX40-16281,15,0
MX40-16281,16,0
MX40-16281,17,0
MX40-16281,18,0
MX40-16281,19,0
MX40-16281,20,0
MX40-16281,21,0
MX40-16281,22,0
MX40-16281,23,0
MX40-16281,24,0
MX40-16281,25,0
MX40-16281,26,0
MX40-16281,27,12
MX40-16281,28,0
MX40-16281,29,12
MX40-16281,30,0
MX40-16281,31,12
MX40-16281,32,0
MX40-16281,33,324
MX40-16281,34,0
MX40-16281,35,0
MX40-16281,36,0
MX40-16281,37,0
MX40-16281,38,0
MX40-16281,39,0
MX40-16281,40,0
MX40-16281,41,0
MX40-16281,42,24
MX40-16281,43,0
MX40-16281,44,0
MX40-16281,45,0
MX40-16281,46,0
MX40-16281,47,0
MX40-16281,48,0
MX40-16281,49,0
MX40-16281,50,0
MX40-16281,51,0
MX40-16281,52,0
MX40-16281,53,0
MX40-19271,0,0
MX40-19271,1,0
MX40-19271,2,0
MX40-19271,3,0
MX40-19271,4,0
MX40-19271,5,0
MX40-19271,6,0
MX40-19271,7,0
MX40-19271,8,27
MX40-19271,9,0
MX40-19271,10,0
MX40-19271,11,0
MX40-19271,12,144
MX40-19271,13,0
MX40-19271,14,0
MX40-19271,15,0
MX40-19271,16,0
MX40-19271,17,132
MX40-19271,18,0
MX40-19271,19,0
MX40-19271,20,180
MX40-19271,21,0
MX40-19271,22,12
MX40-19271,23,0
MX40-19271,24,0
MX40-19271,25,0
MX40-19271,26,0
MX40-19271,27,0
MX40-19271,28,0
MX40-19271,29,0
MX40-19271,30,0
MX40-19271,31,0
MX40-19271,32,0
MX40-19271,33,12
MX40-19271,34,0
MX40-19271,35,72
MX40-19271,36,18
MX40-19271,37,0
MX40-19271,38,148
MX40-19271,39,0
MX40-19271,40,0
MX40-19271,41,24
MX40-19271,42,0
MX40-19271,43,0
MX40-19271,44,0
MX40-19271,45,0
MX40-19271,46,0
MX40-19271,47,0
MX40-19271,48,0
MX40-19271,49,0
MX40-19271,50,0
MX40-19271,51,0
MX40-19271,52,0
MX40-19271,53,0
MX40-8161,0,0
MX40-8161,1,0
MX40-8161,2,0
MX40-8161,3,0
MX40-8161,4,0
MX40-8161,5,144
MX40-8161,6,0
MX40-8161,7,0
MX40-8161,8,0
MX40-8161,9,0
MX40-8161,10,0
MX40-8161,11,144
MX40-8161,12,0
MX40-8161,13,0
MX40-8161,14,0
MX40-8161,15,84
MX40-8161,16,144
MX40-8161,17,0
MX40-8161,18,0
MX40-8161,19,0
MX40-8161,20,0
MX40-8161,21,0
MX40-8161,22,72
MX40-8161,23,0
MX40-8161,24,144
MX40-8161,25,0
MX40-8161,26,0
MX40-8161,27,0
MX40-8161,28,0
MX40-8161,29,144
MX40-8161,30,0
MX40-8161,31,0
MX40-8161,32,0
MX40-8161,33,0
MX40-8161,34,0
MX40-8161,35,144
MX40-8161,36,0
MX40-8161,37,0
MX40-8161,38,0
MX40-8161,39,0
MX40-8161,40,96
MX40-8161,41,0
MX40-8161,42,144
MX40-8161,43,0
MX40-8161,44,0
MX40-8161,45,0
MX40-8161,46,0
MX40-8161,47,144
MX40-8161,48,0
MX40-8161,49,0
MX40-8161,50,0
MX40-8161,51,0
MX40-8161,52,0
MX40-8161,53,72
MX40-STD-10101,0,0
MX40-STD-10101,1,0
MX40-STD-10101,2,0
MX40-STD-10101,3,138
MX40-STD-10101,4,0
MX40-STD-10101,5,0
MX40-STD-10101,6,396
MX40-STD-10101,7,138
MX40-STD-10101,8,0
MX40-STD-10101,9,0
MX40-STD-10101,10,0
MX40-STD-10101,11,154
MX40-STD-10101,12,191
MX40-STD-10101,13,0
MX40-STD-10101,14,0
MX40-STD-10101,15,180
MX40-STD-10101,16,96
MX40-STD-10101,17,154
MX40-STD-10101,18,72
MX40-STD-10101,19,0
MX40-STD-10101,20,166
MX40-STD-10101,21,0
MX40-STD-10101,22,0
MX40-STD-10101,23,0
MX40-STD-10101,24,180
MX40-STD-10101,25,154
MX40-STD-10101,26,12
MX40-STD-10101,27,0
MX40-STD-10101,28,154
MX40-STD-10101,29,123
MX40-STD-10101,30,0
MX40-STD-10101,31,0
MX40-STD-10101,32,0
MX40-STD-10101,33,166
MX40-STD-10101,34,0
MX40-STD-10101,35,0
MX40-STD-10101,36,120
MX40-STD-10101,37,154
MX40-STD-10101,38,0
MX40-STD-10101,39,0
MX40-STD-10101,40,0
MX40-STD-10101,41,0
MX40-STD-10101,42,120
MX40-STD-10101,43,36
MX40-STD-10101,44,12
MX40-STD-10101,45,308
MX40-STD-10101,46,0
MX40-STD-10101,47,0
MX40-STD-10101,48,0
MX40-STD-10101,49,0
MX40-STD-10101,50,274
MX40-STD-10101,51,0
MX40-STD-10101,52,0
MX40-STD-10101,53,0
MX40-STD-10201,0,2
MX40-STD-10201,1,0
MX40-STD-10201,2,0
MX40-STD-10201,3,108
MX40-STD-10201,4,120
MX40-STD-10201,5,0
MX40-STD-10201,6,0
MX40-STD-10201,7,60
MX40-STD-10201,8,48
MX40-STD-10201,9,112
MX40-STD-10201,10,12
MX40-STD-10201,11,100
MX40-STD-10201,12,12
MX40-STD-10201,13,0
MX40-STD-10201,14,96
MX40-STD-10201,15,12
MX40-STD-10201,16,100
MX40-STD-10201,17,60
MX40-STD-10201,18,0
MX40-STD-10201,19,0
MX40-STD-10201,20,100
MX40-STD-10201,21,26
MX40-STD-10201,22,0
MX40-STD-10201,23,14
MX40-STD-10201,24,12
MX40-STD-10201,25,0
MX40-STD-10201,26,0
MX40-STD-10201,27,0
MX40-STD-10201,28,0
MX40-STD-10201,29,24
MX40-STD-10201,30,100
MX40-STD-10201,31,0
MX40-STD-10201,32,0
MX40-STD-10201,33,288
MX40-STD-10201,34,12
MX40-STD-10201,35,0
MX40-STD-10201,36,0
MX40-STD-10201,37,72
MX40-STD-10201,38,48
MX40-STD-10201,39,12
MX40-STD-10201,40,177
MX40-STD-10201,41,0
MX40-STD-10201,42,0
MX40-STD-10201,43,0
MX40-STD-10201,44,2
MX40-STD-10201,45,0
MX40-STD-10201,46,0
MX40-STD-10201,47,0
MX40-STD-10201,48,0
MX40-STD-10201,49,0
MX40-STD-10201,50,24
MX40-STD-10201,51,36
MX40-STD-10201,52,72
MX40-STD-10201,53,60
MX40-STD-12121,0,12
MX40-STD-12121,1,0
MX40-STD-12121,2,12
MX40-STD-12121,3,0
MX40-STD-12121,4,0
MX40-STD-12121,5,0
MX40-STD-12121,6,0
MX40-STD-12121,7,122
MX40-STD-12121,8,48
MX40-STD-12121,9,0
MX40-STD-12121,10,1
MX40-STD-12121,11,0
MX40-STD-12121,12,0
MX40-STD-12121,13,12
MX40-STD-12121,14,0
MX40-STD-12121,15,60
MX40-STD-12121,16,0
MX40-STD-12121,17,0
MX40-STD-12121,18,72
MX40-STD-12121,19,0
MX40-STD-12121,20,0
MX40-STD-12121,21,24
MX40-STD-12121,22,120
MX40-STD-12121,23,0
MX40-STD-12121,24,0
MX40-STD-12121,25,0
MX40-STD-12121,26,0
MX40-STD-12121,27,0
MX40-STD-12121,28,0
MX40-STD-12121,29,0
MX40-STD-12121,30,0
MX40-STD-12121,31,96
MX40-STD-12121,32,0
MX40-STD-12121,33,0
MX40-STD-12121,34,48
MX40-STD-12121,35,132
MX40-STD-12121,36,0
MX40-STD-12121,37,0
MX40-STD-12121,38,12
MX40-STD-12121,39,0
MX40-STD-12121,40,0
MX40-STD-12121,41,48
MX40-STD-12121,42,0
MX40-STD-12121,43,48
MX40-STD-12121,44,0
MX40-STD-12121,45,0
MX40-STD-12121,46,0
MX40-STD-12121,47,77
MX40-STD-12121,48,0
MX40-STD-12121,49,0
MX40-STD-12121,50,0
MX40-STD-12121,51,0
MX40-STD-12121,52,0
MX40-STD-12121,53,0
MX40-STD-12122,0,0
MX40-STD-12122,1,0
MX40-STD-12122,2,0
MX40-STD-12122,3,0
MX40-STD-12122,4,0
MX40-STD-12122,5,0
MX40-STD-12122,6,0
MX40-STD-12122,7,0
MX40-STD-12122,8,0
MX40-STD-12122,9,0
MX40-STD-12122,10,23
MX40-STD-12122,11,0
MX40-STD-12122,12,0
MX40-STD-12122,13,0
MX40-STD-12122,14,0
MX40-STD-12122,15,12
MX40-STD-12122,16,8
MX40-STD-12122,17,12
MX40-STD-12122,18,0
MX40-STD-12122,19,0
MX40-STD-12122,20,0
MX40-STD-12122,21,0
MX40-STD-12122,22,16
MX40-STD-12122,23,0
MX40-STD-12122,24,0
MX40-STD-12122,25,0
MX40-STD-12122,26,0
MX40-STD-12122,27,12
MX40-STD-12122,28,0
MX40-STD-12122,29,48
MX40-STD-12122,30,24
MX40-STD-12122,31,0
MX40-STD-12122,32,0
MX40-STD-12122,33,0
MX40-STD-12122,34,12
MX40-STD-12122,35,12
MX40-STD-12122,36,0
MX40-STD-12122,37,0
MX40-STD-12122,38,0
MX40-STD-12122,39,0
MX40-STD-12122,40,96
MX40-STD-12122,41,0
MX40-STD-12122,42,0
MX40-STD-12122,43,0
MX40-STD-12122,44,12
MX40-STD-12122,45,0
MX40-STD-12122,46,0
MX40-STD-12122,47,24
MX40-STD-12122,48,0
MX40-STD-12122,49,132
MX40-STD-12122,50,0
MX40-STD-12122,51,174
MX40-STD-12122,52,0
MX40-STD-12122,53,0
MX40-STD-12161,0,0
MX40-STD-12161,1,96
MX40-STD-12161,2,0
MX40-STD-12161,3,28
MX40-STD-12161,4,0
MX40-STD-12161,5,0
MX40-STD-12161,6,48
MX40-STD-12161,7,28
MX40-STD-12161,8,72
MX40-STD-12161,9,0
MX40-STD-12161,10,5
MX40-STD-12161,11,12
MX40-STD-12161,12,78
MX40-STD-12161,13,0
MX40-STD-12161,14,50
MX40-STD-12161,15,0
MX40-STD-12161,16,0
MX40-STD-12161,17,78
MX40-STD-12161,18,0
MX40-STD-12161,19,0
MX40-STD-12161,20,78
MX40-STD-12161,21,0
MX40-STD-12161,22,0
MX40-STD-12161,23,0
MX40-STD-12161,24,0
MX40-STD-12161,25,78
MX40-STD-12161,26,0
MX40-STD-12161,27,12
MX40-STD-12161,28,78
MX40-STD-12161,29,0
MX40-STD-12161,30,0
MX40-STD-12161,31,0
MX40-STD-12161,32,0
MX40-STD-12161,33,65
MX40-STD-12161,34,0
MX40-STD-12161,35,6
MX40-STD-12161,36,0
MX40-STD-12161,37,65
MX40-STD-12161,38,0
MX40-STD-12161,39,0
MX40-STD-12161,40,0
MX40-STD-12161,41,0
MX40-STD-12161,42,0
MX40-STD-12161,43,0
MX40-STD-12161,44,0
MX40-STD-12161,45,130
MX40-STD-12161,46,0
MX40-STD-12161,47,0
MX40-STD-12161,48,0
MX40-STD-12161,49,48
MX40-STD-12161,50,65
MX40-STD-12161,51,0
MX40-STD-12161,52,0
MX40-STD-12161,53,0
MX40-STD-12241,0,132
MX40-STD-12241,1,0
MX40-STD-12241,2,84
MX40-STD-12241,3,2
MX40-STD-12241,4,72
MX40-STD-12241,5,60
MX40-STD-12241,6,24
MX40-STD-12241,7,144
MX40-STD-12241,8,24
MX40-STD-12241,9,14
MX40-STD-12241,10,96
MX40-STD-12241,11,36
MX40-STD-12241,12,0
MX40-STD-12241,13,120
MX40-STD-12241,14,36
MX40-STD-12241,15,360
MX40-STD-12241,16,60
MX40-STD-12241,17,0
MX40-STD-12241,18,99
MX40-STD-12241,19,0
MX40-STD-12241,20,12
MX40-STD-12241,21,36
MX40-STD-12241,22,48
MX40-STD-12241,23,132
MX40-STD-12241,24,0
MX40-STD-12241,25,228
MX40-STD-12241,26,0
MX40-STD-12241,27,180
MX40-STD-12241,28,48
MX40-STD-12241,29,60
MX40-STD-12241,30,36
MX40-STD-12241,31,0
MX40-STD-12241,32,60
MX40-STD-12241,33,60
MX40-STD-12241,34,336
MX40-STD-12241,35,48
MX40-STD-12241,36,72
MX40-STD-12241,37,0
MX40-STD-12241,38,48
MX40-STD-12241,39,24
MX40-STD-12241,40,132
MX40-STD-12241,41,0
MX40-STD-12241,42,84
MX40-STD-12241,43,84
MX40-STD-12241,44,242
MX40-STD-12241,45,144
MX40-STD-12241,46,72
MX40-STD-12241,47,84
MX40-STD-12241,48,0
MX40-STD-12241,49,948
MX40-STD-12241,50,0
MX40-STD-12241,51,0
MX40-STD-12241,52,8
MX40-STD-12241,53,48
MX40-STD-12242,0,24
MX40-STD-12242,1,60
MX40-STD-12242,2,12
MX40-STD-12242,3,62
MX40-STD-12242,4,142
MX40-STD-12242,5,60
MX40-STD-12242,6,136
MX40-STD-12242,7,134
MX40-STD-12242,8,0
MX40-STD-12242,9,16
MX40-STD-12242,10,144
MX40-STD-12242,11,48
MX40-STD-12242,12,48
MX40-STD-12242,13,51
MX40-STD-12242,14,384
MX40-STD-12242,15,29
MX40-STD-12242,16,44
MX40-STD-12242,17,60
MX40-STD-12242,18,121
MX40-STD-12242,19,86
MX40-STD-12242,20,36
MX40-STD-12242,21,88
MX40-STD-12242,22,87
MX40-STD-12242,23,10
MX40-STD-12242,24,20
MX40-STD-12242,25,52
MX40-STD-12242,26,125
MX40-STD-12242,27,98
MX40-STD-12242,28,3
MX40-STD-12242,29,112
MX40-STD-12242,30,116
MX40-STD-12242,31,24
MX40-STD-12242,32,36
MX40-STD-12242,33,24
MX40-STD-12242,34,184
MX40-STD-12242,35,226
MX40-STD-12242,36,104
MX40-STD-12242,37,360
MX40-STD-12242,38,192
MX40-STD-12242,39,12
MX40-STD-12242,40,73
MX40-STD-12242,41,144
MX40-STD-12242,42,168
MX40-STD-12242,43,230
MX40-STD-12242,44,94
MX40-STD-12242,45,0
MX40-STD-12242,46,60
MX40-STD-12242,47,338
MX40-STD-12242,48,100
MX40-STD-12242,49,12
MX40-STD-12242,50,78
MX40-STD-12242,51,96
MX40-STD-12242,52,192
MX40-STD-12242,53,224
MX40-STD-12244,0,0
MX40-STD-12244,1,24
MX40-STD-12244,2,0
MX40-STD-12244,3,24
MX40-STD-12244,4,48
MX40-STD-12244,5,48
MX40-STD-12244,6,0
MX40-STD-12244,7,12
MX40-STD-12244,8,30
MX40-STD-12244,9,23
MX40-STD-12244,10,0
MX40-STD-12244,11,0
MX40-STD-12244,12,0
MX40-STD-12244,13,24
MX40-STD-12244,14,36
MX40-STD-12244,15,0
MX40-STD-12244,16,0
MX40-STD-12244,17,24
MX40-STD-12244,18,12
MX40-STD-12244,19,6
MX40-STD-12244,20,18
MX40-STD-12244,21,12
MX40-STD-12244,22,0
MX40-STD-12244,23,24
MX40-STD-12244,24,36
MX40-STD-12244,25,24
MX40-STD-12244,26,69
MX40-STD-12244,27,12
MX40-STD-12244,28,0
MX40-STD-12244,29,0
MX40-STD-12244,30,24
MX40-STD-12244,31,30
MX40-STD-12244,32,66
MX40-STD-12244,33,0
MX40-STD-12244,34,69
MX40-STD-12244,35,0
MX40-STD-12244,36,0
MX40-STD-12244,37,0
MX40-STD-12244,38,11
MX40-STD-12244,39,48
MX40-STD-12244,40,24
MX40-STD-12244,41,6
MX40-STD-12244,42,0
MX40-STD-12244,43,0
MX40-STD-12244,44,12
MX40-STD-12244,45,0
MX40-STD-12244,46,20
MX40-STD-12244,47,0
MX40-STD-12244,48,0
MX40-STD-12244,49,48
MX40-STD-12244,50,0
MX40-STD-12244,51,6
MX40-STD-12244,52,0
MX40-STD-12244,53,0
MX40-STD-14141,0,0
MX40-STD-14141,1,0
MX40-STD-14141,2,156
MX40-STD-14141,3,0
MX40-STD-14141,4,0
MX40-STD-14141,5,4
MX40-STD-14141,6,0
MX40-STD-14141,7,0
MX40-STD-14141,8,0
MX40-STD-14141,9,156
MX40-STD-14141,10,0
MX40-STD-14141,11,0
MX40-STD-14141,12,0
MX40-STD-14141,13,0
MX40-STD-14141,14,0
MX40-STD-14141,15,0
MX40-STD-14141,16,0
MX40-STD-14141,17,0
MX40-STD-14141,18,4
MX40-STD-14141,19,0
MX40-STD-14141,20,156
MX40-STD-14141,21,0
MX40-STD-14141,22,0
MX40-STD-14141,23,0
MX40-STD-14141,24,0
MX40-STD-14141,25,0
MX40-STD-14141,26,0
MX40-STD-14141,27,0
MX40-STD-14141,28,0
MX40-STD-14141,29,84
MX40-STD-14141,30,0
MX40-STD-14141,31,28
MX40-STD-14141,32,0
MX40-STD-14141,33,0
MX40-STD-14141,34,0
MX40-STD-14141,35,0
MX40-STD-14141,36,0
MX40-STD-14141,37,0
MX40-STD-14141,38,156
MX40-STD-14141,39,0
MX40-STD-14141,40,0
MX40-STD-14141,41,0
MX40-STD-14141,42,0
MX40-STD-14141,43,0
MX40-STD-14141,44,0
MX40-STD-14141,45,108
MX40-STD-14141,46,0
MX40-STD-14141,47,0
MX40-STD-14141,48,48
MX40-STD-14141,49,156
MX40-STD-14141,50,0
MX40-STD-14141,51,0
MX40-STD-14141,52,0
MX40-STD-14141,53,0
MX40-STD-14201,0,0
MX40-STD-14201,1,0
MX40-STD-14201,2,0
MX40-STD-14201,3,12
MX40-STD-14201,4,0
MX40-STD-14201,5,48
MX40-STD-14201,6,0
MX40-STD-14201,7,0
MX40-STD-14201,8,0
MX40-STD-14201,9,0
MX40-STD-14201,10,0
MX40-STD-14201,11,2
MX40-STD-14201,12,0
MX40-STD-14201,13,0
MX40-STD-14201,14,0
MX40-STD-14201,15,12
MX40-STD-14201,16,0
MX40-STD-14201,17,0
MX40-STD-14201,18,0
MX40-STD-14201,19,12
MX40-STD-14201,20,12
MX40-STD-14201,21,0
MX40-STD-14201,22,264
MX40-STD-14201,23,24
MX40-STD-14201,24,12
MX40-STD-14201,25,0
MX40-STD-14201,26,0
MX40-STD-14201,27,12
MX40-STD-14201,28,96
MX40-STD-14201,29,36
MX40-STD-14201,30,0
MX40-STD-14201,31,24
MX40-STD-14201,32,0
MX40-STD-14201,33,24
MX40-STD-14201,34,72
MX40-STD-14201,35,0
MX40-STD-14201,36,0
MX40-STD-14201,37,36
MX40-STD-14201,38,36
MX40-STD-14201,39,0
MX40-STD-14201,40,0
MX40-STD-14201,41,12
MX40-STD-14201,42,0
MX40-STD-14201,43,0
MX40-STD-14201,44,2
MX40-STD-14201,45,0
MX40-STD-14201,46,0
MX40-STD-14201,47,0
MX40-STD-14201,48,12
MX40-STD-14201,49,0
MX40-STD-14201,50,0
MX40-STD-14201,51,0
MX40-STD-14201,52,0
MX40-STD-14201,53,0
MX40-STD-15202,0,0
MX40-STD-15202,1,12
MX40-STD-15202,2,0
MX40-STD-15202,3,12
MX40-STD-15202,4,0
MX40-STD-15202,5,0
MX40-STD-15202,6,0
MX40-STD-15202,7,0
MX40-STD-15202,8,0
MX40-STD-15202,9,0
MX40-STD-15202,10,0
MX40-STD-15202,11,6
MX40-STD-15202,12,0
MX40-STD-15202,13,0
MX40-STD-15202,14,144
MX40-STD-15202,15,0
MX40-STD-15202,16,0
MX40-STD-15202,17,0
MX40-STD-15202,18,16
MX40-STD-15202,19,0
MX40-STD-15202,20,12
MX40-STD-15202,21,0
MX40-STD-15202,22,0
MX40-STD-15202,23,0
MX40-STD-15202,24,24
MX40-STD-15202,25,0
MX40-STD-15202,26,0
MX40-STD-15202,27,0
MX40-STD-15202,28,0
MX40-STD-15202,29,0
MX40-STD-15202,30,19
MX40-STD-15202,31,36
MX40-STD-15202,32,12
MX40-STD-15202,33,0
MX40-STD-15202,34,0
MX40-STD-15202,35,0
MX40-STD-15202,36,8
MX40-STD-15202,37,0
MX40-STD-15202,38,0
MX40-STD-15202,39,0
MX40-STD-15202,40,0
MX40-STD-15202,41,12
MX40-STD-15202,42,0
MX40-STD-15202,43,24
MX40-STD-15202,44,28
MX40-STD-15202,45,13
MX40-STD-15202,46,0
MX40-STD-15202,47,23
MX40-STD-15202,48,60
MX40-STD-15202,49,0
MX40-STD-15202,50,0
MX40-STD-15202,51,72
MX40-STD-15202,52,12
MX40-STD-15202,53,0
MX40-STD-16161,0,0
MX40-STD-16161,1,24
MX40-STD-16161,2,36
MX40-STD-16161,3,36
MX40-STD-16161,4,0
MX40-STD-16161,5,48
MX40-STD-16161,6,12
MX40-STD-16161,7,84
MX40-STD-16161,8,0
MX40-STD-16161,9,0
MX40-STD-16161,10,0
MX40-STD-16161,11,0
MX40-STD-16161,12,0
MX40-STD-16161,13,0
MX40-STD-16161,14,0
MX40-STD-16161,15,0
MX40-STD-16161,16,0
MX40-STD-16161,17,0
MX40-STD-16161,18,24
MX40-STD-16161,19,0
MX40-STD-16161,20,0
MX40-STD-16161,21,0
MX40-STD-16161,22,0
MX40-STD-16161,23,0
MX40-STD-16161,24,0
MX40-STD-16161,25,0
MX40-STD-16161,26,24
MX40-STD-16161,27,24
MX40-STD-16161,28,36
MX40-STD-16161,29,0
MX40-STD-16161,30,12
MX40-STD-16161,31,0
MX40-STD-16161,32,0
MX40-STD-16161,33,0
MX40-STD-16161,34,24
MX40-STD-16161,35,0
MX40-STD-16161,36,0
MX40-STD-16161,37,24
MX40-STD-16161,38,36
MX40-STD-16161,39,0
MX40-STD-16161,40,0
MX40-STD-16161,41,12
MX40-STD-16161,42,0
MX40-STD-16161,43,0
MX40-STD-16161,44,0
MX40-STD-16161,45,36
MX40-STD-16161,46,0
MX40-STD-16161,47,0
MX40-STD-16161,48,24
MX40-STD-16161,49,0
MX40-STD-16161,50,0
MX40-STD-16161,51,0
MX40-STD-16161,52,0
MX40-STD-16161,53,0
MX40-STD-16162,0,60
MX40-STD-16162,1,0
MX40-STD-16162,2,60
MX40-STD-16162,3,72
MX40-STD-16162,4,12
MX40-STD-16162,5,8
MX40-STD-16162,6,0
MX40-STD-16162,7,0
MX40-STD-16162,8,48
MX40-STD-16162,9,12
MX40-STD-16162,10,0
MX40-STD-16162,11,46
MX40-STD-16162,12,16
MX40-STD-16162,13,24
MX40-STD-16162,14,36
MX40-STD-16162,15,0
MX40-STD-16162,16,24
MX40-STD-16162,17,0
MX40-STD-16162,18,48
MX40-STD-16162,19,0
MX40-STD-16162,20,24
MX40-STD-16162,21,36
MX40-STD-16162,22,0
MX40-STD-16162,23,12
MX40-STD-16162,24,4
MX40-STD-16162,25,36
MX40-STD-16162,26,0
MX40-STD-16162,27,0
MX40-STD-16162,28,32
MX40-STD-16162,29,36
MX40-STD-16162,30,39
MX40-STD-16162,31,0
MX40-STD-16162,32,84
MX40-STD-16162,33,0
MX40-STD-16162,34,40
MX40-STD-16162,35,0
MX40-STD-16162,36,12
MX40-STD-16162,37,12
MX40-STD-16162,38,16
MX40-STD-16162,39,12
MX40-STD-16162,40,24
MX40-STD-16162,41,72
MX40-STD-16162,42,12
MX40-STD-16162,43,0
MX40-STD-16162,44,0
MX40-STD-16162,45,0
MX40-STD-16162,46,48
MX40-STD-16162,47,24
MX40-STD-16162,48,48
MX40-STD-16162,49,0
MX40-STD-16162,50,24
MX40-STD-16162,51,0
MX40-STD-16162,52,12
MX40-STD-16162,53,36
MX40-STD-16201,0,84
MX40-STD-16201,1,204
MX40-STD-16201,2,65
MX40-STD-16201,3,84
MX40-STD-16201,4,132
MX40-STD-16201,5,131
MX40-STD-16201,6,96
MX40-STD-16201,7,120
MX40-STD-16201,8,156
MX40-STD-16201,9,168
MX40-STD-16201,10,158
MX40-STD-16201,11,110
MX40-STD-16201,12,72
MX40-STD-16201,13,36
MX40-STD-16201,14,180
MX40-STD-16201,15,93
MX40-STD-16201,16,63
MX40-STD-16201,17,110
MX40-STD-16201,18,156
MX40-STD-16201,19,72
MX40-STD-16201,20,48
MX40-STD-16201,21,96
MX40-STD-16201,22,84
MX40-STD-16201,23,192
MX40-STD-16201,24,204
MX40-STD-16201,25,144
MX40-STD-16201,26,149
MX40-STD-16201,27,156
MX40-STD-16201,28,144
MX40-STD-16201,29,199
MX40-STD-16201,30,92
MX40-STD-16201,31,97
MX40-STD-16201,32,36
MX40-STD-16201,33,12
MX40-STD-16201,34,204
MX40-STD-16201,35,60
MX40-STD-16201,36,147
MX40-STD-16201,37,120
MX40-STD-16201,38,50
MX40-STD-16201,39,120
MX40-STD-16201,40,132
MX40-STD-16201,41,36
MX40-STD-16201,42,24
MX40-STD-16201,43,348
MX40-STD-16201,44,168
MX40-STD-16201,45,0
MX40-STD-16201,46,132
MX40-STD-16201,47,93
MX40-STD-16201,48,60
MX40-STD-16201,49,48
MX40-STD-16201,50,36
MX40-STD-16201,51,12
MX40-STD-16201,52,132
MX40-STD-16201,53,60
MX40-STD-16202,0,519
MX40-STD-16202,1,52
MX40-STD-16202,2,311
MX40-STD-16202,3,552
MX40-STD-16202,4,305
MX40-STD-16202,5,212
MX40-STD-16202,6,564
MX40-STD-16202,7,471
MX40-STD-16202,8,165
MX40-STD-16202,9,603
MX40-STD-16202,10,123
MX40-STD-16202,11,456
MX40-STD-16202,12,98
MX40-STD-16202,13,207
MX40-STD-16202,14,1348
MX40-STD-16202,15,216
MX40-STD-16202,16,494
MX40-STD-16202,17,316
MX40-STD-16202,18,512
MX40-STD-16202,19,694
MX40-STD-16202,20,660
MX40-STD-16202,21,367
MX40-STD-16202,22,252
MX40-STD-16202,23,562
MX40-STD-16202,24,945
MX40-STD-16202,25,340
MX40-STD-16202,26,368
MX40-STD-16202,27,312
MX40-STD-16202,28,422
MX40-STD-16202,29,246
MX40-STD-16202,30,311
MX40-STD-16202,31,356
MX40-STD-16202,32,512
MX40-STD-16202,33,252
MX40-STD-16202,34,586
MX40-STD-16202,35,732
MX40-STD-16202,36,514
MX40-STD-16202,37,1104
MX40-STD-16202,38,523
MX40-STD-16202,39,532
MX40-STD-16202,40,263
MX40-STD-16202,41,542
MX40-STD-16202,42,265
MX40-STD-16202,43,649
MX40-STD-16202,44,769
MX40-STD-16202,45,276
MX40-STD-16202,46,156
MX40-STD-16202,47,391
MX40-STD-16202,48,332
MX40-STD-16202,49,300
MX40-STD-16202,50,328
MX40-STD-16202,51,868
MX40-STD-16202,52,336
MX40-STD-16202,53,702
MX40-STD-16204,0,38
MX40-STD-16204,1,0
MX40-STD-16204,2,0
MX40-STD-16204,3,12
MX40-STD-16204,4,0
MX40-STD-16204,5,252
MX40-STD-16204,6,240
MX40-STD-16204,7,56
MX40-STD-16204,8,48
MX40-STD-16204,9,54
MX40-STD-16204,10,0
MX40-STD-16204,11,0
MX40-STD-16204,12,60
MX40-STD-16204,13,12
MX40-STD-16204,14,0
MX40-STD-16204,15,114
MX40-STD-16204,16,150
MX40-STD-16204,17,158
MX40-STD-16204,18,24
MX40-STD-16204,19,12
MX40-STD-16204,20,60
MX40-STD-16204,21,0
MX40-STD-16204,22,0
MX40-STD-16204,23,0
MX40-STD-16204,24,102
MX40-STD-16204,25,6
MX40-STD-16204,26,9
MX40-STD-16204,27,36
MX40-STD-16204,28,256
MX40-STD-16204,29,0
MX40-STD-16204,30,4
MX40-STD-16204,31,0
MX40-STD-16204,32,0
MX40-STD-16204,33,72
MX40-STD-16204,34,0
MX40-STD-16204,35,0
MX40-STD-16204,36,12
MX40-STD-16204,37,0
MX40-STD-16204,38,32
MX40-STD-16204,39,0
MX40-STD-16204,40,0
MX40-STD-16204,41,19
MX40-STD-16204,42,0
MX40-STD-16204,43,12
MX40-STD-16204,44,37
MX40-STD-16204,45,240
MX40-STD-16204,46,0
MX40-STD-16204,47,18
MX40-STD-16204,48,0
MX40-STD-16204,49,0
MX40-STD-16204,50,6
MX40-STD-16204,51,0
MX40-STD-16204,52,0
MX40-STD-16204,53,228
MX40-STD-16242,0,24
MX40-STD-16242,1,0
MX40-STD-16242,2,144
MX40-STD-16242,3,12
MX40-STD-16242,4,0
MX40-STD-16242,5,0
MX40-STD-16242,6,96
MX40-STD-16242,7,0
MX40-STD-16242,8,100
MX40-STD-16242,9,72
MX40-STD-16242,10,14
MX40-STD-16242,11,26
MX40-STD-16242,12,0
